study,pmid,doi,vector,vector_subsp,vector_strain,vector_origin_country,vector_origin_locality,vector_origin_year,vector_gen,virus,viral_lineage,viral_strain,viral_gen_bank_accession,viral_origin_locality,viral_origin_year,viral_history_passage,viral_history_freshness,exposure_route,host_exp,host_lineage_origin,diagnostic_virem,titer,titer_units,dose,dose_units,temp_o_c_reared,temp_o_c_eit,dpi,coinfected,sample_31,diagnostic_32,number_tested_33,number_positive_34,sample_35,diagnostic_36,number_tested_37,number_positive_38,sample_39,diagnostic_40,number_tested_41,number_positive_42,sample_43,diagnostic_44,number_tested_45,number_positive_46,sample_47,diagnostic_48,number_tested_49,number_positive_50
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,14,no,body,plaque assay,40,40,legs,plaque assay,40,34,saliva,plaque assay,40,23,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,14,no,body,plaque assay,40,40,legs,plaque assay,40,35,saliva,plaque assay,40,30,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,100000000,PFU/ml,NA,NA,28°C,27°C,14,no,body,plaque assay,48,47,legs,plaque assay,48,38,saliva,plaque assay,48,36,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,5,no,body,plaque assay,38,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,5,no,body,plaque assay,38,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,5,no,body,plaque assay,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,5,no,body,plaque assay,43,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,7,no,body,plaque assay,41,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,7,no,body,plaque assay,40,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,7,no,body,plaque assay,40,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,7,no,body,plaque assay,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,9,no,body,plaque assay,35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"UG2274, UG09",NA,Uganda,2009,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,9,no,body,plaque assay,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,9,no,body,plaque assay,23,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,9,no,body,plaque assay,36,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"SPU116, SA89",NA,South Africa,1989,"2 passages in suckling mouse, 1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,14,no,body,plaque assay,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,HU04,NA,Hungary,2004,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,14,no,body,plaque assay,49,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Am J Trop Med Hyg,29637885,10.4269/ajtmh.17-0935,Culex quinquefasciatus,NA,NA,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,"Nea Santa, NS10",NA,Greece,2010,"1 passage in Vero cells, 1 passage in C6/36 cells","frozen, -80ºC",bloodmeal,NA,NA,NA,10000000,PFU/ml,NA,NA,28°C,27°C,14,no,body,plaque assay,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Emerg Microbes Infect,30429457,10.1038/s41426-018-0180-4,Aedes aegypti,NA,Poza Rica,Mexico,Poza Rica,2000,NA,Zika virus,NA,PRVABC59,KU501215.1,NA,NA,"passage 5, Vero cells",fresh,bloodmeal,NA,NA,NA,6.5 log10,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,47,24,legs,plaque assay,47,17,saliva,plaque assay,47,4,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Emerg Microbes Infect,30429457,10.1038/s41426-018-0180-4,Aedes aegypti,NA,Poza Rica,Mexico,Poza Rica,2000,NA,Zika virus,NA,PRVABC59,KU501215.1,NA,NA,"passage 5, Vero cells",fresh,bloodmeal,NA,NA,NA,6.5 log10,PFU/ml,NA,NA,28°C,28°C,14,yes,body,plaque assay,27,5,legs,plaque assay,27,3,saliva,plaque assay,27,0,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Emerg Microbes Infect,30429457,10.1038/s41426-018-0180-4,Aedes aegypti,NA,Poza Rica,Mexico,Poza Rica,2000,NA,Nhumirim virus,NA,NA,NA,NA,NA,"passage 3, C6/36 cells",NA,intrathoracic injection,NA,NA,NA,NA,NA,10000,PFU,28°C,28°C,20,yes,body,plaque assay,27,27,legs,plaque assay,27,27,saliva,plaque assay,27,24,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Emerg Microbes Infect,30429457,10.1038/s41426-018-0180-4,Aedes aegypti,NA,Poza Rica,Mexico,Poza Rica,2000,NA,Zika virus,NA,PRVABC59,KU501215.1,NA,NA,"passage 4, C6/36 cells",NA,intrathoracic injection,NA,NA,NA,NA,NA,100,PFU,28°C,28°C,7,no,body,plaque assay,41,41,saliva,plaque assay,41,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Emerg Microbes Infect,30429457,10.1038/s41426-018-0180-4,Aedes aegypti,NA,Poza Rica,Mexico,Poza Rica,2000,NA,Zika virus,NA,PRVABC59,KU501215.1,NA,NA,"passage 4, C6/36 cells",NA,intrathoracic injection,NA,NA,NA,NA,NA,100,PFU,28°C,28°C,7,yes,body,plaque assay,57,57,saliva,plaque assay,57,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Emerg Microbes Infect,30429457,10.1038/s41426-018-0180-4,Aedes aegypti,NA,Poza Rica,Mexico,Poza Rica,2000,NA,Nhumirim virus,NA,NA,NA,NA,NA,"passage 3, C6/36 cells",NA,intrathoracic injection,NA,NA,NA,NA,NA,10000,PFU,28°C,28°C,7,no,body,plaque assay,41,41,saliva,plaque assay,41,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romo et al. 2018 Emerg Microbes Infect,30429457,10.1038/s41426-018-0180-4,Aedes aegypti,NA,Poza Rica,Mexico,Poza Rica,2000,NA,Nhumirim virus,NA,NA,NA,NA,NA,"passage 3, C6/36 cells",NA,intrathoracic injection,NA,NA,NA,NA,NA,10000,PFU,28°C,28°C,7,yes,body,plaque assay,57,57,saliva,plaque assay,57,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Chikungunya virus,NA,R99659,KJ451624,British Virgin Islands,NA,Vero cells,fresh,bloodmeal,NA,NA,NA,3.1E4-1.4E6,PFU/ml,NA,NA,28ºC,28ºC,3,no,saliva,qRT-PCR,105,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Chikungunya virus,NA,R99659,KJ451624,British Virgin Islands,NA,Vero cells,fresh,bloodmeal,NA,NA,NA,3.1E4-1.4E6,PFU/ml,NA,NA,28ºC,28ºC,7,no,saliva,qRT-PCR,120,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Chikungunya virus,NA,R99659,KJ451624,British Virgin Islands,NA,Vero cells,fresh,bloodmeal,NA,NA,NA,3.1E4-1.4E6,PFU/ml,NA,NA,28ºC,28ºC,14,no,saliva,qRT-PCR,155,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Dengue virus,DENV-2,BC-17,AY449677,"Merida, Mexico",NA,Vero cells,fresh,bloodmeal,NA,NA,NA,3.0E3-7.4E5,PFU/ml,NA,NA,28ºC,28ºC,3,no,saliva,qRT-PCR,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Dengue virus,DENV-2,BC-17,AY449677,"Merida, Mexico",NA,Vero cells,fresh,bloodmeal,NA,NA,NA,3.0E3-7.4E5,PFU/ml,NA,NA,28ºC,28ºC,7,no,saliva,qRT-PCR,80,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Dengue virus,DENV-2,BC-17,AY449677,"Merida, Mexico",NA,Vero cells,fresh,bloodmeal,NA,NA,NA,3.0E3-7.4E5,PFU/ml,NA,NA,28ºC,28ºC,14,no,saliva,qRT-PCR,69,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,NA,Vero cells,fresh,bloodmeal,NA,NA,NA,1.7E4-1.2E6,PFU/ml,NA,NA,28ºC,28ºC,3,no,saliva,qRT-PCR,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,NA,Vero cells,fresh,bloodmeal,NA,NA,NA,1.7E4-1.2E6,PFU/ml,NA,NA,28ºC,28ºC,7,no,saliva,qRT-PCR,117,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,NA,Vero cells,fresh,bloodmeal,NA,NA,NA,1.7E4-1.2E6,PFU/ml,NA,NA,28ºC,28ºC,14,no,saliva,qRT-PCR,144,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Chikungunya virus,NA,R99659,KJ451624,British Virgin Islands,NA,Vero cells,fresh,bloodmeal,NA,NA,NA,3300000,PFU/ml,NA,NA,28ºC,28ºC,14,yes,body,qRT-PCR,48,47,legs,qRT-PCR,48,47,saliva,qRT-PCR,48,12,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Chikungunya virus,NA,R99659,KJ451624,British Virgin Islands,NA,Vero cells,fresh,bloodmeal,NA,NA,NA,3300000,PFU/ml,NA,NA,28ºC,28ºC,21,yes,body,qRT-PCR,48,48,legs,qRT-PCR,48,48,saliva,qRT-PCR,48,3,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Dengue virus,DENV-2,BC-17,AY449677,"Merida, Mexico",NA,Vero cells,fresh,bloodmeal,NA,NA,NA,360000,PFU/ml,NA,NA,28ºC,28ºC,14,yes,body,qRT-PCR,48,45,legs,qRT-PCR,48,44,saliva,qRT-PCR,48,9,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Dengue virus,DENV-2,BC-17,AY449677,"Merida, Mexico",NA,Vero cells,fresh,bloodmeal,NA,NA,NA,360000,PFU/ml,NA,NA,28ºC,28ºC,21,yes,body,qRT-PCR,48,43,legs,qRT-PCR,48,43,saliva,qRT-PCR,48,7,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,NA,Vero cells,fresh,bloodmeal,NA,NA,NA,3600000,PFU/ml,NA,NA,28ºC,28ºC,14,yes,body,qRT-PCR,48,47,legs,qRT-PCR,48,47,saliva,qRT-PCR,48,48,NA,NA,NA,NA,NA,NA,NA,NA
Rückert et al. 2017 Nat Commun,28524874,10.1038/ncomms15412,Aedes aegypti,Stegomyia,NA,Mexico,Poza Rica,2012,F12–14,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,NA,Vero cells,fresh,bloodmeal,NA,NA,NA,3600000,PFU/ml,NA,NA,28ºC,28ºC,21,yes,body,qRT-PCR,48,48,legs,qRT-PCR,48,48,saliva,qRT-PCR,48,13,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2009 PLoS Pathog,19214215,10.1371/journal.ppat.1000299,Aedes aegypti,NA,HWE,NA,NA,NA,NA,Dengue virus,DENV2,Jamaica 1409,NA,NA,NA,"high passage, C6/36 cells",NA,NA,NA,NA,NA,10E6 - 10E7,PFU/ml,NA,NA,28ºC,28ºC,7,no,body,plaque assay,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2018 PLoS Negl Trop Dis,30169505,10.1371/journal.pntd.0006754,Aedes aegypti,NA,GDLS,Mexico,Chiapas,2008,NA,Dengue virus,DENV2,JAM1409,NA,NA,NA,">25 passages, C6/36 cells",fresh,bloodmeal,NA,NA,NA,1-4E6,PFU/ml,NA,NA,28ºC,28ºC,7,no,body,plaque assay,70,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2018 PLoS Negl Trop Dis,30169505,10.1371/journal.pntd.0006754,Aedes aegypti,NA,GDLS,Mexico,Chiapas,2008,NA,Dengue virus,DENV2,JAM1409,NA,NA,NA,">25 passages, C6/36 cells",fresh,bloodmeal,NA,NA,NA,1-4E6,PFU/ml,NA,NA,28ºC,28ºC,10,no,body,plaque assay,70,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2018 PLoS Negl Trop Dis,30169505,10.1371/journal.pntd.0006754,Aedes aegypti,NA,GDLS,Mexico,Chiapas,2008,NA,Dengue virus,DENV2,JAM1409,NA,NA,NA,">25 passages, C6/36 cells",fresh,bloodmeal,NA,NA,NA,1-4E6,PFU/ml,NA,NA,28ºC,28ºC,17,no,body,plaque assay,65,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2018 PLoS Negl Trop Dis,30169505,10.1371/journal.pntd.0006754,Aedes aegypti,NA,GDLS,Mexico,Chiapas,2008,NA,Dengue virus,DENV2,JAM1409,NA,NA,NA,">25 passages, C6/36 cells",fresh,bloodmeal,NA,NA,NA,1-4E6,PFU/ml,NA,NA,28ºC,28ºC,7,no,midgut,IFA,23,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2018 PLoS Negl Trop Dis,30169505,10.1371/journal.pntd.0006754,Aedes aegypti,NA,GDLS,Mexico,Chiapas,2008,NA,Dengue virus,DENV2,JAM1409,NA,NA,NA,">25 passages, C6/36 cells",fresh,bloodmeal,NA,NA,NA,1-4E6,PFU/ml,NA,NA,28ºC,28ºC,14,no,midgut,IFA,30,23,head,IFA,30,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2018 PLoS Negl Trop Dis,30169505,10.1371/journal.pntd.0006754,Aedes aegypti,NA,GDLS,Mexico,Chiapas,2008,NA,Dengue virus,DENV2,JAM1409,NA,NA,NA,">25 passages, C6/36 cells",fresh,bloodmeal,NA,NA,NA,1-4E6,PFU/ml,NA,NA,28ºC,28ºC,17,no,midgut,IFA,33,25,head,IFA,33,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2019 Insects,30717086,10.3390/insects10020039,Aedes albopictus,NA,NA,NA,La Réunion Island (Indian Ocean),NA,<10,Chikungunya virus,Asian,R99659,KJ451624.1,British Virgin Islands,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,56000000,PFU/ml,NA,NA,28°C,28°C,9,no,salivary glands,plaque assay,30,29,saliva,plaque assay,30,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2019 Insects,30717086,10.3390/insects10020039,Aedes albopictus,NA,NA,United States of America,Louisiana (Lake Charles),NA,>10,Chikungunya virus,Asian,R99659,KJ451624.1,British Virgin Islands,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,56000000,PFU/ml,NA,NA,28°C,28°C,9,no,salivary glands,plaque assay,30,29,saliva,plaque assay,30,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2019 Insects,30717086,10.3390/insects10020039,Aedes albopictus,NA,NA,United States of America,Florida,NA,>10,Chikungunya virus,Asian,R99659,KJ451624.1,British Virgin Islands,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,56000000,PFU/ml,NA,NA,28°C,28°C,9,no,salivary glands,plaque assay,29,27,saliva,plaque assay,30,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2019 Insects,30717086,10.3390/insects10020039,Aedes albopictus,NA,NA,United States of America,New Jersey,NA,<10,Chikungunya virus,Asian,R99659,KJ451624.1,British Virgin Islands,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,56000000,PFU/ml,NA,NA,28°C,28°C,9,no,salivary glands,plaque assay,30,28,saliva,plaque assay,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2019 Insects,30717086,10.3390/insects10020039,Aedes albopictus,NA,NA,NA,La Réunion Island (Indian Ocean),NA,<10,Chikungunya virus,ECSA,LR2006 OPY1,DQ443544.2,La Réunion,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,66000000,PFU/ml,NA,NA,28°C,28°C,9,no,salivary glands,plaque assay,30,30,saliva,plaque assay,30,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2019 Insects,30717086,10.3390/insects10020039,Aedes albopictus,NA,NA,United States of America,Louisiana (Lake Charles),NA,>10,Chikungunya virus,ECSA,LR2006 OPY1,DQ443544.2,La Réunion,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,66000000,PFU/ml,NA,NA,28°C,28°C,9,no,salivary glands,plaque assay,30,30,saliva,plaque assay,30,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanchez-Vargas et al. 2019 Insects,30717086,10.3390/insects10020039,Aedes albopictus,NA,NA,United States of America,Florida,NA,>10,Chikungunya virus,ECSA,LR2006 OPY1,DQ443544.2,La Réunion,NA,Vero cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,66000000,PFU/ml,NA,NA,28°C,28°C,9,no,salivary glands,plaque assay,30,30,saliva,plaque assay,30,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
